"block","coherence","coherence_change","coherence_duration","coherent_direction_start","coherent_direction_change","coherent_direction_finish","response","error","rt","trial_type","trial_index","time_elapsed","internal_node_id"
"practice","0.35","true","1000","19","90","109","117","8","1380","angle-response","2","5172","0.0-1.0-1.0"
